ID	protein_1	protein_2	protein_3	protein_4	protein_5	protein_6	protein_7	protein_8	protein_9	protein_10	protein_11	protein_12	protein_13	protein_14	protein_15	protein_16	protein_17	protein_18	protein_19	protein_20	protein_21	protein_22	protein_23	protein_24	protein_25	protein_26	protein_27	protein_28	protein_29	protein_30	protein_31	protein_32	protein_33	protein_34	protein_35	protein_36	protein_37	protein_38	protein_39	protein_40	protein_41	protein_42	protein_43	protein_44	protein_45	protein_46	protein_47	protein_48	protein_49	protein_50	protein_51	protein_52	protein_53	protein_54	protein_55	protein_56	protein_57	protein_58	protein_59	protein_60	protein_61	protein_62	protein_63	protein_64	protein_65	protein_66	protein_67	protein_68	protein_69	protein_70	protein_71	protein_72	protein_73	protein_74	protein_75	protein_76	protein_77	protein_78	protein_79	protein_80	protein_81	protein_82	protein_83	protein_84	protein_85	protein_86	protein_87	protein_88	protein_89	protein_90	protein_91	protein_92	protein_93	protein_94	protein_95	protein_96	protein_97	protein_98	protein_99	protein_100	protein_101	protein_102	protein_103	protein_104	protein_105	protein_106	protein_107	protein_108	protein_109	protein_110	protein_111	protein_112	protein_113	protein_114	protein_115	protein_116	protein_117	protein_118	protein_119	protein_120	protein_121	protein_122	protein_123	protein_124	protein_125	protein_126	protein_127	protein_128	protein_129	protein_130	protein_131	protein_132	protein_133	protein_134	protein_135	protein_136	protein_137	protein_138	protein_139	protein_140	protein_141	protein_142	protein_143	protein_144	protein_145	protein_146	protein_147	protein_148	protein_149	protein_150	protein_151	protein_152	protein_153	protein_154	protein_155	protein_156	protein_157	protein_158	protein_159	protein_160	protein_161	protein_162	protein_163	protein_164	protein_165	protein_166	protein_167	protein_168	protein_169	protein_170	protein_171	protein_172	protein_173	protein_174	protein_175	protein_176	protein_177	protein_178	protein_179	protein_180	protein_181	protein_182	protein_183	protein_184	protein_185	protein_186	protein_187	protein_188	protein_189	protein_190	protein_191	protein_192	protein_193	protein_194	protein_195	protein_196	protein_197	protein_198	protein_199	protein_200	protein_201	protein_202	protein_203	protein_204	protein_205	protein_206	protein_207	protein_208	protein_209	protein_210	protein_211	protein_212	protein_213	protein_214	protein_215	protein_216	protein_217	protein_218	protein_219	protein_220	protein_221	protein_222	protein_223	protein_224	protein_225	protein_226	protein_227	protein_228	protein_229	protein_230	protein_231	protein_232	protein_233	protein_234	protein_235	protein_236	protein_237	protein_238	protein_239	protein_240	protein_241	protein_242	protein_243	protein_244	protein_245	protein_246	protein_247	protein_248	protein_249	protein_250	protein_251	protein_252	protein_253	protein_254	protein_255	protein_256	protein_257	protein_258	protein_259	protein_260	protein_261	protein_262	protein_263	protein_264	protein_265	protein_266	protein_267	protein_268	protein_269	protein_270	protein_271	protein_272	protein_273	protein_274	protein_275	protein_276	protein_277	protein_278	protein_279	protein_280	protein_281	protein_282	protein_283	protein_284	protein_285	protein_286	protein_287	protein_288	protein_289	protein_290	protein_291	protein_292	protein_293	protein_294	protein_295	protein_296	protein_297	protein_298	protein_299	protein_300	protein_301	protein_302	protein_303	protein_304	protein_305	protein_306	protein_307	protein_308	protein_309	protein_310	protein_311	protein_312	protein_313	protein_314	protein_315	protein_316	protein_317	protein_318	protein_319	protein_320	protein_321	protein_322	protein_323	protein_324	protein_325	protein_326	protein_327	protein_328	protein_329	protein_330	protein_331	protein_332	protein_333	protein_334	protein_335	protein_336	protein_337	protein_338	protein_339	protein_340	protein_341	protein_342	protein_343	protein_344	protein_345	protein_346	protein_347	protein_348	protein_349	protein_350	protein_351	protein_352	protein_353	protein_354	protein_355	protein_356	protein_357	protein_358	protein_359	protein_360	protein_361	protein_362	protein_363	protein_364	protein_365	protein_366	protein_367	protein_368	protein_369	protein_370	protein_371	protein_372	protein_373
202	14	19	0	25	9	22	0	0	11	0	22	10	15	8	2	6	15	17	0	0	26	13	13	18	0	9	3	0	2	6	2	13	0	24	20	12	0	0	22	7	0	8	9	20	17	23	22	0	16	14	0	12	23	18	0	9	23	14	0	18	27	0	16	10	0	0	1	0	18	16	14	0	14	19	17	11	18	16	15	6	18	20	13	19	0	21	0	14	6	0	25	17	28	3	19	0	20	16	21	17	13	11	0	18	19	29	27	21	17	2	0	0	15	16	0	0	0	26	15	23	14	5	13	0	16	16	21	15	0	4	17	13	18	0	22	17	10	0	8	0	0	13	0	16	10	31	6	0	11	0	13	9	23	0	1	24	18	18	0	25	11	11	15	0	0	15	17	18	0	7	13	23	10	0	13	0	29	17	9	19	0	15	0	0	9	16	0	0	15	23	0	17	19	0	0	15	12	10	8	5	0	11	0	13	9	0	9	0	0	24	7	17	0	4	18	2	0	0	16	28	24	23	5	12	19	18	28	0	0	6	0	20	12	13	17	19	11	13	0	16	8	34	0	26	26	0	0	0	23	16	6	0	18	9	15	21	0	8	22	22	15	15	14	13	0	15	21	0	0	14	14	6	15	16	6	0	10	0	16	9	19	0	7	16	0	0	8	12	13	0	0	14	0	0	0	14	18	5	12	0	15	21	0	0	20	0	16	0	0	11	6	0	14	14	15	5	22	8	7	0	15	14	14	17	0	15	11	11	16	8	20	0	17	10	13	12	19	20	12	7	13	0	14	15	8	0	9	5	8	27	10	11	0	27	18	17	9	8	16	8	28	15	12	3	0	10	23	13	14	14	0	11	0
203	0	0	0	15	23	32	17	0	16	16	14	0	5	5	0	0	27	18	11	19	8	0	10	5	10	9	11	0	0	0	7	13	16	0	13	5	12	0	12	5	10	0	0	0	10	12	8	6	19	23	0	15	8	7	11	13	8	17	13	0	16	11	6	0	0	15	16	22	12	9	12	0	6	13	21	11	0	0	13	0	13	0	26	0	0	0	8	10	8	13	29	0	4	16	0	17	17	0	7	0	22	8	0	11	0	0	8	21	17	0	20	9	14	15	13	0	20	16	14	21	29	26	13	29	13	12	20	21	0	0	27	9	19	7	1	18	0	21	0	16	12	10	0	4	7	0	11	9	17	0	27	9	11	0	25	0	6	0	18	1	12	7	21	20	9	4	0	0	11	16	5	14	0	0	19	2	0	23	6	15	0	10	0	9	4	22	7	0	6	20	19	20	17	0	0	5	7	0	15	13	30	4	0	20	16	17	0	17	18	14	14	5	12	8	1	6	20	9	3	16	0	23	9	0	15	0	17	23	20	25	14	23	31	16	0	7	14	0	15	22	10	12	0	0	15	12	10	0	20	13	18	0	0	6	0	20	9	22	20	0	21	15	25	20	14	24	0	8	0	7	19	9	21	11	0	14	24	1	14	23	5	0	21	0	13	14	15	0	17	0	17	19	19	0	24	19	13	18	17	12	10	16	15	13	14	8	0	5	21	11	2	8	9	28	0	19	15	26	7	21	6	22	0	16	0	0	15	16	19	4	22	13	20	0	11	11	10	11	20	20	18	12	9	8	9	9	11	25	0	0	8	21	5	7	0	6	21	14	20	9	10	25	7	0	0	0	0	0	28	9	9	0	7
204	16	0	6	16	0	0	11	16	16	10	5	0	16	20	15	19	1	15	35	24	0	10	14	15	13	22	21	0	0	4	4	10	16	4	0	22	0	1	0	12	0	15	0	22	0	17	23	22	29	0	7	2	0	4	31	17	15	20	17	24	0	17	18	19	13	0	10	13	20	0	0	15	23	25	14	13	23	8	30	9	14	25	26	22	0	16	2	24	0	14	12	0	12	19	23	25	19	19	20	0	6	0	18	9	12	14	12	14	28	0	0	18	0	22	17	12	14	25	12	11	14	10	13	0	2	11	18	15	18	0	0	0	10	0	25	12	17	9	0	24	0	0	14	21	10	0	16	12	15	11	14	13	5	0	22	16	0	17	20	0	0	16	16	0	24	16	3	22	20	0	0	27	9	18	21	14	14	0	0	0	0	8	10	9	14	0	15	12	18	6	3	9	9	0	0	15	0	3	15	19	32	0	2	29	15	13	28	22	0	0	24	10	15	24	0	0	0	17	16	9	13	0	18	6	16	0	0	0	4	11	20	0	3	0	0	7	18	20	15	8	5	7	11	22	0	13	26	16	17	7	0	16	20	8	28	1	3	0	6	0	9	11	19	0	0	20	11	19	6	25	18	31	0	0	22	0	22	18	0	0	27	9	0	0	21	28	0	0	23	18	8	12	12	17	21	0	14	12	0	24	16	17	24	0	9	20	10	8	18	24	14	14	22	18	23	6	13	21	26	21	17	25	0	12	0	20	26	13	14	0	0	10	9	8	11	11	19	13	10	0	15	0	12	19	0	0	15	16	0	20	14	28	24	17	16	15	11	5	11	23	17	6	24	5	17	0	18	25	0	14	15	17	14
205	0	0	25	21	3	7	23	19	0	17	8	19	21	12	17	0	21	6	23	8	0	0	14	5	20	13	12	0	0	0	10	0	0	16	21	23	0	34	18	20	15	9	0	9	0	16	17	0	0	20	15	3	18	23	0	15	12	5	0	3	8	0	22	24	23	31	0	0	10	0	17	16	16	22	17	0	12	19	16	4	3	0	0	17	1	15	24	23	19	4	4	8	0	15	0	14	15	27	2	29	18	7	8	0	10	20	16	19	12	17	0	15	29	5	0	0	6	0	20	22	16	26	23	22	0	8	15	19	4	0	12	14	19	6	12	0	0	15	17	0	17	8	18	16	0	22	8	0	22	8	0	12	21	18	25	16	2	16	13	14	0	9	15	9	0	13	16	0	19	14	0	18	15	18	21	13	15	17	12	0	0	0	15	8	18	0	0	13	0	4	17	24	0	0	25	2	0	24	13	12	15	17	5	19	13	22	23	0	16	0	11	3	27	20	7	13	0	19	16	12	21	11	16	16	9	18	22	19	12	0	19	16	0	6	14	22	10	18	0	12	3	3	5	0	11	0	0	0	18	30	11	0	17	0	22	12	0	16	22	15	18	0	0	14	7	8	0	19	23	14	13	20	4	18	19	11	0	11	0	18	11	23	17	11	4	27	29	20	20	11	1	14	19	13	21	9	19	26	5	23	16	16	16	7	14	22	4	16	0	16	19	0	0	26	15	0	14	8	15	12	18	11	3	19	8	21	13	28	0	17	9	0	15	22	20	10	19	14	0	20	0	26	0	0	3	19	16	0	0	12	0	0	6	19	16	1	0	14	23	13	21	0	15	10	5	0	0	15	0	17	0	15	8
206	28	0	8	19	6	18	31	18	5	18	2	11	26	0	21	0	0	19	17	14	29	0	24	15	0	14	28	1	0	6	0	13	15	20	12	23	8	16	14	11	23	0	0	0	18	0	0	21	10	0	14	17	25	8	16	21	27	12	0	9	12	23	0	12	12	0	13	20	0	0	4	0	16	21	20	0	7	0	13	17	20	12	0	12	0	14	18	19	0	16	26	0	10	13	20	12	20	0	0	15	0	18	21	27	23	9	8	19	27	0	15	0	17	24	13	0	0	15	13	16	15	15	11	0	18	30	9	0	0	3	16	21	23	21	38	28	17	11	7	14	22	16	23	9	10	0	9	8	7	10	0	0	15	19	29	23	0	0	0	12	25	14	22	22	0	0	0	7	20	17	7	10	0	21	0	21	23	14	12	20	18	9	16	15	16	0	25	0	18	27	12	14	11	9	12	0	10	0	18	13	6	23	0	24	12	0	0	0	26	27	16	0	21	0	4	14	15	23	23	0	19	16	12	10	12	12	0	17	0	20	16	16	0	19	19	21	19	0	4	0	0	6	11	6	31	8	18	0	21	9	0	17	8	17	18	4	22	0	19	8	11	0	0	22	0	19	17	16	22	24	0	0	0	23	15	0	0	0	14	0	24	0	6	10	7	0	0	11	15	8	11	18	3	19	11	0	31	13	6	15	16	16	0	24	0	17	16	10	2	24	14	0	25	9	0	12	4	10	3	16	11	21	0	11	0	0	0	0	25	25	18	24	34	0	0	20	10	14	15	13	15	17	17	0	7	0	3	9	0	19	7	0	10	3	10	18	0	8	17	0	19	0	0	7	14	20	25	12	13	0	10	19	19
207	20	5	0	16	1	0	11	10	16	3	12	11	8	11	24	1	8	0	16	16	3	0	18	0	0	15	18	22	11	25	9	22	21	17	4	0	17	15	17	17	23	16	12	4	15	20	10	9	6	0	11	21	16	13	11	16	13	15	0	12	25	23	0	3	0	15	15	11	0	0	8	16	12	9	20	7	0	22	18	19	8	12	9	18	15	10	24	12	18	15	12	0	18	0	0	10	24	24	11	22	21	7	9	15	15	0	10	0	16	17	15	6	0	12	14	17	0	26	4	23	23	10	0	5	12	11	19	24	17	18	21	18	6	12	17	9	14	0	10	0	0	0	23	9	0	4	24	0	7	14	13	27	12	0	0	0	7	24	28	17	17	25	25	17	7	0	17	17	5	16	17	0	15	0	14	10	7	16	0	22	0	32	23	0	13	0	19	12	18	9	5	14	11	14	26	9	15	0	19	22	20	23	0	15	16	0	9	33	0	21	0	0	0	16	28	0	18	2	13	11	0	24	0	0	0	12	0	0	19	13	17	0	0	25	13	0	24	0	10	19	17	27	4	18	22	26	11	1	24	0	17	0	32	11	18	15	0	13	0	2	14	0	24	10	31	0	15	2	13	18	17	10	14	22	0	20	8	17	0	6	10	3	30	9	16	19	25	0	17	16	6	17	23	2	9	6	35	18	0	0	2	13	26	9	18	0	0	16	22	9	0	21	20	17	0	3	4	17	24	19	20	0	0	19	10	15	9	0	4	27	21	14	0	12	32	8	26	22	21	17	5	10	13	16	0	10	20	0	19	11	24	8	29	5	10	3	10	10	0	27	16	9	0	19	14	22	0	7	12	11	9	22	22
208	4	26	34	18	15	9	0	0	27	10	0	21	0	14	26	9	9	0	0	0	20	0	0	20	15	14	14	27	12	8	16	12	6	24	14	15	0	20	11	10	20	13	0	18	31	18	5	7	34	0	28	8	13	0	0	21	15	20	18	28	0	0	9	15	8	0	20	10	18	0	10	9	14	0	17	18	12	25	12	0	23	12	0	0	11	13	0	6	8	7	6	7	16	10	15	17	15	8	0	10	14	11	0	0	0	0	14	9	14	30	14	15	6	23	14	1	0	0	11	10	0	5	18	26	0	0	23	0	13	0	21	17	0	30	23	6	0	0	17	32	18	0	3	21	7	21	0	21	10	15	21	10	22	10	7	21	16	14	12	0	0	9	13	17	0	0	18	14	14	16	12	20	7	28	0	20	3	17	25	21	26	24	8	8	20	17	11	0	22	5	19	26	15	10	22	14	15	18	16	6	0	19	6	0	30	24	22	10	0	13	0	15	11	10	0	5	0	21	0	10	0	3	0	0	16	15	21	18	21	6	4	19	12	2	0	18	0	20	16	2	14	0	12	11	19	7	20	12	18	0	0	7	0	10	0	17	12	0	1	8	1	34	10	12	4	14	0	12	15	13	10	0	5	28	26	19	0	18	5	0	20	8	0	0	11	0	2	20	5	19	0	12	8	18	22	16	20	22	24	13	0	13	16	10	13	19	19	19	21	23	20	15	17	1	0	0	17	0	0	5	16	27	13	8	24	13	5	28	5	23	25	17	12	2	0	19	14	16	0	5	0	6	8	20	17	25	0	10	12	0	12	0	17	11	11	0	14	7	16	9	18	0	19	24	17	20	0	21	15	1	7	17	10
209	11	21	21	6	23	0	22	25	13	16	14	15	23	23	15	7	18	13	25	0	17	0	7	0	0	10	21	7	13	23	0	0	0	26	9	0	17	24	17	15	0	10	9	0	23	27	0	12	0	0	0	0	0	1	0	4	11	0	0	12	18	4	18	22	24	15	0	0	21	1	15	0	16	21	0	0	0	21	11	19	16	0	10	23	14	20	18	9	0	23	31	18	18	0	0	10	14	7	12	14	12	0	21	21	24	15	0	0	15	0	0	28	24	20	2	0	14	0	0	7	0	27	0	11	15	6	0	0	0	16	12	15	25	10	15	0	2	15	26	0	18	0	6	0	0	16	10	11	15	12	6	9	0	6	18	0	5	0	14	20	17	0	15	20	27	0	0	0	12	11	32	21	25	14	21	15	2	28	0	19	7	24	0	30	22	16	19	17	0	17	32	23	1	13	14	31	0	7	18	21	0	0	0	21	0	17	15	0	13	30	9	23	17	0	15	18	21	9	18	0	12	15	18	0	29	0	0	19	15	0	20	17	0	19	22	0	0	21	0	13	0	4	12	23	0	32	0	9	0	18	22	9	15	0	22	25	13	2	5	0	20	24	5	0	0	27	22	13	5	18	19	0	15	16	14	16	0	21	0	0	21	0	4	18	14	17	0	0	0	19	0	13	24	14	17	0	19	22	0	0	27	14	12	7	28	6	22	0	25	4	22	9	28	0	0	0	22	15	14	0	0	13	15	22	28	0	0	12	17	9	12	28	3	9	15	15	10	6	11	28	16	22	0	11	14	0	12	0	10	12	9	15	19	21	23	15	23	21	21	19	15	0	18	13	10	0	24	0	0	22	9	27	7
210	0	0	15	15	1	28	7	0	7	0	18	0	19	7	14	9	13	21	22	15	29	15	14	20	10	27	12	24	12	0	23	10	13	7	7	25	12	0	0	25	19	16	0	2	19	0	0	28	19	12	19	11	0	0	0	9	30	0	0	9	19	31	0	17	0	0	0	12	13	3	1	7	0	0	8	17	30	0	0	25	15	17	8	15	10	14	12	8	0	14	0	0	16	12	11	22	0	0	26	14	19	9	7	16	19	12	0	0	0	22	10	0	0	15	13	5	10	0	22	19	24	18	0	14	14	19	16	12	0	24	12	0	0	2	28	13	16	1	23	12	0	11	7	18	12	17	12	9	18	6	6	0	7	8	9	0	27	7	3	0	20	15	0	17	5	27	8	14	15	20	17	23	19	0	7	0	7	31	0	0	9	10	16	20	22	13	21	10	15	0	20	18	6	0	1	29	13	17	4	13	19	17	10	26	3	12	0	6	12	15	6	0	32	8	24	2	1	14	32	0	16	16	12	14	16	20	17	0	16	14	0	27	0	0	17	19	13	24	0	4	23	0	12	8	11	0	8	3	12	0	21	24	23	8	0	10	19	22	0	17	14	14	25	0	0	19	24	0	15	16	0	11	2	0	15	23	14	4	0	16	14	11	17	23	20	13	17	0	23	30	0	22	22	0	0	14	14	0	11	4	11	22	18	12	11	26	0	16	17	8	10	0	21	3	20	15	5	4	28	15	13	21	23	9	0	20	18	24	17	25	14	12	3	22	10	14	19	21	0	16	16	0	20	25	1	18	22	0	18	0	21	7	11	0	17	13	0	16	14	13	0	13	20	0	25	10	12	8	18	0	13	16	17
211	27	0	24	5	5	0	4	19	17	13	16	0	0	0	9	11	15	0	17	22	15	0	15	20	27	1	0	18	0	16	24	17	0	16	6	0	21	0	14	19	11	23	6	0	18	15	0	7	10	27	5	11	8	0	2	11	0	9	10	14	19	0	0	16	6	0	0	15	7	0	20	21	19	0	0	8	25	14	14	27	20	0	20	22	6	0	15	0	10	0	19	14	6	0	0	35	21	15	15	18	20	20	0	0	0	0	6	19	16	24	14	0	0	16	8	26	1	25	16	16	6	17	3	12	0	18	0	8	2	19	0	12	9	9	0	0	0	21	21	0	21	18	11	0	17	0	0	15	0	17	12	0	23	2	12	0	11	12	16	0	17	19	5	19	18	0	0	0	18	14	20	20	27	0	0	0	10	18	0	24	22	0	11	14	4	9	16	15	16	14	10	16	20	0	16	10	18	0	10	23	32	1	9	0	22	0	0	0	16	15	0	12	29	6	12	11	0	20	7	19	19	3	18	16	16	27	16	18	18	20	16	24	0	16	18	0	0	0	20	18	0	12	0	18	16	28	0	4	26	26	6	14	16	16	12	0	0	11	7	16	0	8	0	25	0	0	30	20	28	0	14	12	0	10	13	21	0	27	16	0	17	0	15	9	20	10	7	14	12	19	14	0	5	13	16	25	15	0	18	8	0	0	14	15	0	11	21	0	15	15	15	0	12	0	20	23	7	8	26	24	20	16	0	0	10	0	18	19	6	0	19	12	21	12	21	3	0	14	0	11	16	14	12	8	13	0	16	23	0	24	25	0	10	9	12	29	0	0	5	9	13	23	23	27	2	0	0	0	0	10	6	13	25
212	18	22	9	16	27	9	10	0	22	15	17	1	11	0	10	0	9	15	26	14	28	11	16	9	0	0	16	12	0	4	12	0	33	0	17	0	22	14	13	0	0	0	14	8	19	0	7	10	26	14	25	15	13	0	20	20	10	14	17	14	17	23	0	0	6	15	8	0	17	11	0	0	13	16	27	0	8	27	6	8	3	27	18	16	22	24	11	12	5	0	23	23	29	0	0	26	0	0	26	6	21	19	9	7	0	10	0	18	15	21	3	0	0	20	18	16	9	0	0	23	13	37	24	0	0	8	25	18	14	18	0	0	16	15	22	7	3	13	10	25	16	0	14	0	0	0	12	0	18	11	14	24	9	19	12	0	5	4	23	18	0	0	16	6	0	0	0	34	4	8	24	17	22	8	0	0	0	15	16	17	0	14	0	12	21	19	26	1	33	19	0	15	21	17	26	0	17	8	0	3	20	0	9	27	0	3	21	11	12	23	11	15	13	13	27	26	20	9	0	3	0	0	13	28	0	12	0	21	0	4	22	17	11	4	0	19	24	0	13	14	0	7	28	0	9	14	6	17	0	0	0	5	21	0	6	0	0	24	0	30	6	0	28	15	24	9	20	0	15	7	22	17	0	0	11	0	16	17	20	18	23	4	6	7	10	11	2	20	6	19	20	0	0	12	0	4	0	17	19	22	30	0	8	0	7	27	20	15	12	0	22	19	19	24	12	20	0	22	13	1	1	9	13	15	0	20	0	13	24	0	18	0	19	16	0	15	0	0	1	16	13	11	0	8	5	6	11	20	13	18	4	25	13	11	41	15	2	8	19	13	16	0	24	14	6	8	11	8	18	11	27	22	17
213	14	13	10	0	12	7	5	17	25	14	15	13	0	11	14	0	0	0	17	13	16	1	0	0	18	12	13	20	11	17	25	6	1	19	19	16	0	4	5	8	21	16	20	5	21	0	4	9	25	13	1	12	1	18	0	0	0	27	10	15	25	0	14	23	0	20	0	6	10	25	13	0	12	31	0	10	3	9	16	13	11	0	18	9	5	8	0	15	24	0	0	0	6	17	0	9	15	0	8	10	9	0	11	14	0	10	12	8	0	23	0	0	15	0	8	0	8	3	16	0	16	15	8	9	27	23	0	0	7	16	0	0	16	15	21	0	12	4	22	0	0	22	7	0	0	14	16	19	14	0	16	0	0	9	9	0	22	13	11	3	14	13	14	17	0	11	6	20	16	13	10	27	15	11	7	16	15	9	16	17	23	0	18	19	23	8	0	15	20	10	12	0	0	22	10	12	17	0	0	22	15	22	4	0	23	0	0	13	25	0	19	19	0	0	21	16	17	7	2	22	13	15	0	15	5	0	8	11	22	0	0	24	16	22	4	0	14	14	0	10	18	0	9	18	12	17	0	11	5	17	0	17	18	0	17	13	19	13	16	6	13	24	0	14	0	26	4	17	0	22	0	17	15	23	12	15	0	15	0	15	22	4	0	27	5	11	2	20	15	0	27	18	20	26	11	9	21	29	11	21	7	2	13	6	0	11	11	18	0	9	0	11	12	0	18	22	0	24	16	14	19	11	22	11	23	20	22	0	3	17	0	18	15	8	11	9	0	0	15	4	0	22	21	16	16	14	11	19	0	0	13	25	30	18	18	0	18	0	0	9	19	8	19	19	22	0	2	14	11	6	12	18	12
214	20	14	16	20	7	0	0	0	10	22	0	15	10	1	23	23	0	6	12	22	13	9	0	10	28	19	12	7	1	0	0	0	0	14	23	0	17	20	6	16	0	1	15	7	21	1	0	9	15	19	0	0	10	10	18	0	23	19	11	16	10	15	0	12	20	18	24	20	0	7	21	17	19	0	0	0	24	25	17	5	0	0	19	15	19	16	15	11	16	0	13	4	16	0	0	12	3	27	13	0	15	10	11	12	22	0	7	21	0	12	6	0	12	5	5	0	26	18	30	17	0	16	15	10	5	12	6	0	20	25	0	15	0	18	19	0	15	7	17	15	14	10	0	12	10	0	0	19	14	21	13	18	18	6	0	19	9	0	15	15	15	11	17	10	28	29	0	9	1	0	11	8	15	12	15	0	0	17	19	28	5	0	16	13	0	7	6	0	10	0	14	15	14	10	11	15	13	25	0	0	11	17	14	13	18	30	0	0	6	12	19	20	19	7	20	0	17	14	9	16	6	15	0	7	28	16	20	0	9	11	0	0	19	9	23	13	9	26	16	17	33	0	16	15	15	0	15	15	0	0	7	2	1	13	22	0	16	12	0	20	15	15	0	18	24	11	1	10	0	18	25	19	0	25	28	0	13	10	11	7	0	22	19	8	0	19	14	17	21	13	15	0	9	7	10	18	9	21	19	20	11	0	22	0	19	10	6	13	0	19	6	1	0	0	10	10	9	15	0	2	13	6	0	13	9	14	19	0	0	9	0	16	20	24	3	18	10	24	14	15	5	0	16	15	29	13	15	14	8	0	20	18	15	20	26	10	0	0	0	0	0	19	0	34	5	20	0	14	10	4	8	17	10
215	15	30	0	20	15	6	16	13	0	25	0	12	0	20	1	9	0	20	0	0	0	1	14	2	11	14	23	18	12	24	3	0	14	10	9	8	17	13	0	0	10	21	0	22	19	26	23	0	0	20	22	10	10	17	0	13	19	24	6	24	0	7	11	0	23	0	16	11	0	12	0	0	7	17	11	15	0	23	23	0	15	13	18	20	29	21	0	19	22	5	11	0	23	0	0	16	7	0	20	0	27	0	7	0	0	0	21	17	25	24	19	3	0	22	0	0	18	0	17	7	18	8	0	12	0	19	21	18	16	9	0	4	8	13	20	5	28	2	18	0	2	14	4	26	5	0	14	6	9	14	12	18	15	24	16	9	0	13	10	0	13	0	0	24	16	8	0	0	0	14	16	12	14	15	0	13	26	22	15	21	21	0	12	9	0	0	19	17	0	11	18	0	0	0	11	16	18	2	0	20	23	14	7	0	13	29	1	0	0	0	12	21	12	0	24	0	17	0	22	9	10	30	14	0	20	0	18	12	12	18	10	0	8	15	15	16	14	14	19	0	17	15	10	0	28	18	0	0	20	9	21	0	11	19	19	5	17	0	25	11	15	11	26	19	27	0	2	14	23	26	11	23	20	2	26	9	0	24	14	15	0	13	17	17	0	22	7	0	21	12	13	23	19	23	9	0	7	19	0	1	13	16	17	13	17	28	0	0	19	0	0	22	8	0	15	0	18	24	16	0	12	10	16	5	19	9	21	6	4	0	0	18	10	13	13	0	22	26	19	23	0	13	16	3	22	16	8	22	22	17	24	13	14	31	23	26	0	18	0	12	8	2	27	8	24	25	25	0	22	0	14	0	10
216	0	7	3	0	0	13	16	11	0	19	5	17	0	10	14	13	6	31	21	12	12	26	23	8	21	17	17	12	0	13	10	0	12	26	22	15	22	6	15	16	25	0	15	9	0	18	1	7	0	19	16	16	0	18	6	15	24	0	20	17	15	0	10	15	29	11	0	8	24	0	0	20	19	5	24	26	0	21	11	0	22	18	18	20	9	24	19	14	18	4	0	10	7	0	18	17	0	14	15	0	14	20	0	12	0	10	13	27	1	17	11	18	0	15	11	0	16	0	21	20	26	13	25	17	12	11	17	13	7	27	0	34	17	15	17	2	16	3	9	20	0	8	26	0	14	0	15	18	9	0	0	0	27	12	18	21	11	0	0	0	14	9	7	17	22	0	18	19	0	11	20	16	13	12	12	0	0	11	0	21	4	0	21	8	15	19	12	23	23	22	14	21	19	18	11	13	24	3	21	0	8	12	24	0	0	0	12	4	18	10	16	17	13	13	10	22	10	22	11	16	6	15	9	15	0	0	0	0	9	0	14	0	29	21	0	33	28	4	25	0	17	0	7	18	0	7	13	21	20	24	21	16	0	17	18	5	40	11	0	16	0	17	14	0	16	6	13	10	10	12	10	19	19	5	4	0	20	9	17	21	15	11	18	0	2	11	19	15	16	14	17	10	0	24	24	15	17	22	15	19	19	16	13	0	5	2	22	0	12	7	0	0	23	23	1	0	11	0	5	15	3	21	13	19	23	28	0	25	0	5	13	0	11	0	16	18	0	0	0	17	0	31	0	21	28	22	0	20	0	30	14	0	10	16	0	13	18	0	0	0	23	15	23	24	21	14	23	0	16	10	21	27	0
217	18	0	9	13	19	0	26	0	9	13	0	17	17	7	20	18	22	0	7	0	21	29	7	23	13	26	14	0	11	0	9	15	3	0	20	30	0	3	17	6	20	17	20	21	18	23	17	17	19	0	2	12	0	17	0	19	29	25	5	15	16	0	21	10	0	27	15	13	0	0	11	26	17	2	11	6	11	9	10	9	0	0	10	9	14	10	0	22	0	0	0	22	16	11	0	0	27	0	17	10	26	26	0	10	9	12	31	7	18	11	0	0	6	1	7	20	15	9	11	24	11	14	13	19	26	25	9	13	2	0	20	8	13	18	14	10	12	0	12	0	24	19	21	20	23	21	10	0	20	18	9	9	10	10	0	13	13	0	0	2	13	21	0	14	14	19	22	0	19	12	8	8	0	0	0	12	13	14	31	7	7	0	4	15	8	0	14	0	13	21	0	12	20	17	0	18	0	12	9	0	21	19	0	22	12	0	7	12	0	17	20	12	24	8	11	0	0	24	0	11	15	9	0	3	12	22	20	22	15	0	12	0	9	0	20	23	20	28	0	0	0	0	6	7	0	0	9	17	18	8	13	9	16	0	11	19	0	15	0	0	0	0	11	13	0	0	14	22	22	15	5	19	24	1	27	16	26	0	14	19	16	17	17	17	4	10	13	14	25	13	30	15	6	0	27	12	11	0	28	24	22	8	10	14	7	16	6	18	23	16	10	15	0	0	0	14	10	22	12	25	10	29	19	1	0	12	18	0	7	0	9	6	0	24	0	8	5	0	27	0	24	0	19	0	33	2	29	27	10	15	16	16	18	0	0	27	17	23	21	0	13	31	24	0	0	19	0	11	25	11	7	0	14
