ID	targeted_metabolomics_1	targeted_metabolomics_2	targeted_metabolomics_3	targeted_metabolomics_4	targeted_metabolomics_5	targeted_metabolomics_6	targeted_metabolomics_7	targeted_metabolomics_8	targeted_metabolomics_9	targeted_metabolomics_10	targeted_metabolomics_11	targeted_metabolomics_12	targeted_metabolomics_13	targeted_metabolomics_14	targeted_metabolomics_15	targeted_metabolomics_16	targeted_metabolomics_17	targeted_metabolomics_18	targeted_metabolomics_19	targeted_metabolomics_20	targeted_metabolomics_21	targeted_metabolomics_22	targeted_metabolomics_23	targeted_metabolomics_24	targeted_metabolomics_25	targeted_metabolomics_26	targeted_metabolomics_27	targeted_metabolomics_28	targeted_metabolomics_29	targeted_metabolomics_30	targeted_metabolomics_31	targeted_metabolomics_32	targeted_metabolomics_33	targeted_metabolomics_34	targeted_metabolomics_35	targeted_metabolomics_36	targeted_metabolomics_37	targeted_metabolomics_38	targeted_metabolomics_39	targeted_metabolomics_40	targeted_metabolomics_41	targeted_metabolomics_42	targeted_metabolomics_43	targeted_metabolomics_44	targeted_metabolomics_45	targeted_metabolomics_46	targeted_metabolomics_47	targeted_metabolomics_48	targeted_metabolomics_49	targeted_metabolomics_50	targeted_metabolomics_51	targeted_metabolomics_52	targeted_metabolomics_53	targeted_metabolomics_54	targeted_metabolomics_55	targeted_metabolomics_56	targeted_metabolomics_57	targeted_metabolomics_58	targeted_metabolomics_59	targeted_metabolomics_60	targeted_metabolomics_61	targeted_metabolomics_62	targeted_metabolomics_63	targeted_metabolomics_64	targeted_metabolomics_65	targeted_metabolomics_66	targeted_metabolomics_67	targeted_metabolomics_68	targeted_metabolomics_69	targeted_metabolomics_70	targeted_metabolomics_71	targeted_metabolomics_72	targeted_metabolomics_73	targeted_metabolomics_74	targeted_metabolomics_75	targeted_metabolomics_76	targeted_metabolomics_77	targeted_metabolomics_78	targeted_metabolomics_79	targeted_metabolomics_80	targeted_metabolomics_81	targeted_metabolomics_82	targeted_metabolomics_83	targeted_metabolomics_84	targeted_metabolomics_85	targeted_metabolomics_86	targeted_metabolomics_87	targeted_metabolomics_88	targeted_metabolomics_89	targeted_metabolomics_90	targeted_metabolomics_91	targeted_metabolomics_92	targeted_metabolomics_93	targeted_metabolomics_94	targeted_metabolomics_95	targeted_metabolomics_96	targeted_metabolomics_97	targeted_metabolomics_98	targeted_metabolomics_99	targeted_metabolomics_100	targeted_metabolomics_101	targeted_metabolomics_102	targeted_metabolomics_103	targeted_metabolomics_104	targeted_metabolomics_105	targeted_metabolomics_106	targeted_metabolomics_107	targeted_metabolomics_108	targeted_metabolomics_109	targeted_metabolomics_110	targeted_metabolomics_111	targeted_metabolomics_112	targeted_metabolomics_113	targeted_metabolomics_114	targeted_metabolomics_115	targeted_metabolomics_116	targeted_metabolomics_117	targeted_metabolomics_118	targeted_metabolomics_119
46	6	12	17	17	11	8	13	2	13	13	19	0	16	10	16	8	16	13	8	5	10	9	16	13	10	14	15	8	16	14	10	5	4	11	16	2	2	1	0	2	18	12	10	10	16	6	14	10	7	12	10	0	8	3	0	11	9	9	10	16	15	0	0	8	11	15	16	7	10	15	7	12	0	11	22	16	0	0	6	8	18	13	16	13	3	15	6	9	6	8	2	12	0	7	10	15	15	14	0	3	4	0	0	5	9	9	11	3	13	4	6	21	12	0	0	9	7	14	0
47	0	3	17	9	13	4	0	7	11	11	14	13	13	5	7	12	18	8	15	11	8	10	9	10	0	8	0	6	15	14	9	14	5	8	0	9	16	6	5	1	13	9	16	0	21	7	12	12	12	12	13	16	11	16	3	5	10	7	16	2	12	0	15	19	0	12	3	14	0	9	11	18	18	1	10	12	17	0	13	0	6	11	8	9	18	4	4	0	14	0	10	14	6	7	10	9	12	19	0	15	13	9	0	8	7	15	9	7	19	0	4	16	18	21	18	1	8	0	9
48	13	23	10	0	9	9	27	13	13	2	2	0	0	2	10	13	5	7	7	11	6	17	11	6	13	22	4	0	5	9	18	0	2	14	9	8	0	9	9	12	14	14	7	0	6	13	10	1	13	17	5	7	13	12	11	9	11	0	12	7	7	13	4	9	12	0	15	9	11	11	8	0	9	11	2	13	10	9	0	11	5	12	5	0	13	7	0	0	12	11	11	15	9	15	12	8	0	17	14	10	15	0	11	0	6	16	12	9	10	11	7	17	3	9	6	0	5	7	9
49	3	6	12	18	8	15	8	17	0	0	19	0	9	5	9	3	2	7	0	0	12	11	0	13	9	18	7	0	9	11	13	6	7	8	5	10	0	10	16	15	0	0	14	2	5	8	0	2	8	11	11	0	7	0	16	12	0	13	0	7	0	0	11	0	19	4	6	14	17	0	8	19	7	16	12	8	11	17	10	18	0	0	10	2	6	12	0	3	12	0	19	20	0	8	0	6	9	8	13	12	1	0	13	15	0	12	11	5	19	6	4	9	10	8	0	1	0	0	17
50	11	7	7	13	0	10	0	20	4	15	19	13	13	2	17	11	10	5	14	16	8	7	11	14	15	0	8	0	5	0	0	0	0	9	0	15	14	0	0	0	0	13	14	11	0	6	0	12	13	8	0	5	14	13	16	15	3	10	5	14	16	8	13	14	0	8	6	11	0	18	12	7	12	0	8	15	16	15	12	1	23	13	3	2	0	1	7	12	12	11	8	14	11	0	9	12	0	0	21	3	10	11	12	11	0	7	10	9	5	8	1	6	0	0	14	13	15	5	8
51	16	14	11	11	17	13	0	0	12	0	6	5	13	0	7	4	7	7	0	16	0	19	17	14	5	16	14	0	13	0	0	0	6	16	8	9	5	8	13	11	14	10	0	6	9	2	14	0	0	8	7	8	0	0	0	16	0	0	6	8	13	13	5	0	14	9	3	8	10	1	0	6	5	9	0	6	0	4	0	12	14	14	0	8	9	0	15	16	0	4	14	20	2	12	10	13	14	2	12	10	12	14	0	14	0	9	20	12	21	0	14	0	19	6	0	20	6	10	16
52	0	8	11	13	7	0	0	9	0	9	11	13	6	18	13	13	16	0	3	11	4	0	11	7	0	16	15	5	10	0	12	0	13	7	0	10	6	0	1	8	2	9	16	3	19	0	9	21	3	10	7	8	0	0	8	9	14	9	7	11	6	16	12	12	9	0	11	0	0	9	0	11	0	12	0	5	8	18	0	12	0	13	3	11	11	10	9	0	0	10	11	12	14	15	12	9	0	10	0	5	10	0	15	3	9	17	10	16	10	15	15	18	7	13	3	13	6	14	20
53	19	17	12	13	13	7	7	8	3	0	0	14	15	7	7	14	5	2	0	11	10	13	16	7	0	0	0	5	15	9	12	0	0	13	13	6	4	6	11	7	8	0	9	10	9	14	9	3	7	0	7	11	13	10	2	0	0	0	7	0	11	9	12	0	11	16	23	8	0	11	6	15	11	8	11	11	9	5	13	4	0	12	7	0	0	8	18	7	10	0	0	0	14	12	14	0	19	10	0	11	18	4	0	16	15	16	8	6	13	0	9	0	9	16	14	2	16	0	4
54	0	0	8	0	10	0	0	8	9	11	4	10	0	8	9	0	10	11	0	12	4	8	11	16	6	9	10	8	0	0	15	17	0	13	8	13	18	7	14	7	0	15	4	6	6	12	7	0	16	12	5	12	0	11	17	10	0	16	4	0	0	12	7	10	9	1	14	7	6	20	12	7	4	10	18	3	12	12	11	0	8	13	9	15	8	0	12	3	15	11	12	0	16	16	6	7	12	0	0	12	7	13	0	13	10	7	0	0	0	0	15	11	8	5	11	9	12	10	6
55	19	13	0	5	0	9	8	11	6	17	10	9	3	12	0	0	10	10	13	17	0	9	22	0	0	0	14	12	13	0	4	16	0	8	14	6	0	11	0	13	0	12	3	0	1	0	14	2	12	0	8	9	10	10	11	11	6	13	10	0	0	16	10	9	7	6	7	7	3	8	8	0	0	0	0	9	13	14	9	18	10	9	0	11	8	9	10	16	13	8	0	0	6	0	16	0	13	12	10	0	0	21	12	7	10	12	6	0	14	14	17	0	11	8	11	9	4	6	10
56	13	6	11	0	0	20	14	2	0	3	15	9	0	7	9	10	3	8	8	5	0	11	13	0	15	15	20	0	3	7	14	0	0	6	13	0	11	0	10	5	7	20	2	11	11	8	0	14	0	6	9	10	6	0	0	16	4	14	1	0	16	3	0	12	0	12	0	12	11	19	0	17	8	14	16	6	8	14	0	0	6	16	17	12	16	5	9	6	4	0	12	12	13	11	0	6	7	0	15	9	18	0	17	9	0	9	8	5	12	4	2	11	13	18	18	0	9	24	0
57	15	0	4	0	0	13	19	14	11	3	0	7	2	9	15	2	27	11	19	21	0	4	12	13	7	7	12	11	9	4	6	11	1	19	14	0	16	12	13	0	11	0	3	15	15	0	5	17	4	12	15	16	14	11	0	0	7	19	21	12	9	20	6	16	0	9	15	11	13	9	15	0	15	16	5	11	13	6	13	14	17	0	9	0	10	18	18	15	14	5	10	0	7	13	0	12	20	8	0	12	2	2	0	9	19	0	1	4	12	11	12	11	0	8	15	8	10	0	2
58	12	8	2	15	8	5	4	13	0	9	0	13	11	1	6	11	14	9	9	9	22	14	0	8	1	0	0	15	1	5	0	8	13	19	4	13	5	10	0	13	10	10	0	13	11	2	0	0	8	17	8	16	16	3	5	1	14	14	15	8	2	11	20	6	9	9	14	16	17	8	15	7	18	0	18	0	7	17	20	15	7	5	3	12	8	7	7	9	0	0	0	0	6	20	14	8	8	9	0	0	0	10	15	18	10	5	17	15	10	7	4	8	0	17	16	0	14	0	5
59	0	7	0	8	0	13	7	15	0	16	15	2	14	0	0	17	7	4	4	14	24	3	20	13	13	12	0	15	0	12	11	14	8	0	0	11	6	13	1	0	7	11	0	5	7	16	13	12	11	13	0	3	21	6	7	11	4	7	0	0	14	0	0	15	10	11	0	11	7	13	0	10	0	12	8	11	17	0	20	0	5	12	11	6	7	0	9	16	14	18	0	5	15	7	7	0	7	7	6	6	11	1	0	12	7	19	0	0	17	12	1	5	2	12	10	13	6	0	7
60	0	24	8	15	7	9	7	0	12	0	16	14	15	8	5	7	0	9	0	7	0	17	15	7	17	0	0	13	11	13	14	17	10	9	10	5	0	4	0	6	9	7	11	15	16	0	13	3	7	7	14	4	15	9	0	0	10	7	0	11	14	16	0	6	0	19	20	0	21	1	0	8	10	9	9	11	7	18	7	0	0	12	14	9	10	7	8	12	21	17	18	0	0	13	0	13	5	9	8	9	9	0	0	12	9	7	15	5	6	11	14	15	0	0	10	8	7	0	4
61	12	0	15	15	5	0	13	13	2	0	22	0	9	12	0	9	14	0	0	10	10	0	6	2	15	3	11	12	8	7	12	8	10	6	6	6	4	9	11	15	20	0	18	10	10	12	12	2	0	15	8	9	0	14	12	20	17	17	13	11	20	14	0	11	14	4	13	21	15	12	6	11	12	0	6	8	2	14	4	8	3	15	22	14	9	9	10	3	9	9	9	6	24	11	9	0	0	15	18	18	2	6	0	9	10	13	8	15	2	18	9	0	11	10	17	0	7	4	13
62	7	1	15	16	3	9	14	15	9	16	20	7	5	13	0	7	9	10	14	16	18	7	10	15	19	14	15	7	2	12	0	6	0	8	0	7	1	0	2	5	16	3	6	2	11	14	0	11	9	0	8	13	0	0	0	8	13	0	0	0	0	17	5	4	16	0	2	14	6	6	0	8	5	0	6	3	14	6	0	14	8	3	4	10	7	0	0	15	3	17	16	8	6	14	0	0	1	22	8	7	6	1	7	10	5	12	5	17	14	13	0	0	0	21	10	13	17	10	6
63	0	0	9	7	13	0	0	10	0	7	12	1	4	13	17	0	12	5	2	7	16	22	2	12	6	6	12	0	5	5	17	9	3	0	21	0	7	18	0	9	0	14	15	0	15	3	11	7	0	15	14	18	0	0	23	8	8	14	7	0	5	14	5	0	8	0	11	10	5	8	14	0	9	0	19	18	8	5	0	4	8	9	12	1	11	8	8	5	14	0	0	12	12	10	0	22	8	11	8	0	13	8	0	0	10	0	0	12	14	5	13	15	0	4	9	9	0	0	15
64	11	6	7	11	17	15	0	15	7	0	14	3	0	9	18	16	15	2	0	10	16	12	7	6	11	1	0	0	14	0	0	0	16	3	15	17	12	0	24	0	5	8	9	9	8	15	10	12	0	0	0	13	0	8	0	0	12	9	0	0	16	13	7	7	6	16	3	7	7	6	7	20	18	11	1	0	8	13	6	11	5	4	11	0	0	15	13	17	0	11	1	13	18	9	15	0	0	7	0	8	20	0	7	13	5	3	13	0	1	7	2	4	7	0	0	5	13	10	0
65	16	16	9	0	8	12	6	7	1	0	6	16	13	7	9	0	0	7	14	15	6	9	4	4	5	17	15	20	0	0	0	6	5	12	0	11	6	24	0	11	0	12	2	5	18	3	16	0	13	6	14	8	16	8	8	17	5	0	10	13	13	13	0	1	0	16	1	4	11	6	0	13	15	18	8	12	9	14	17	6	12	18	21	0	12	0	0	0	21	11	8	0	2	17	14	9	7	11	13	18	1	13	13	13	0	13	10	0	0	7	0	8	2	9	3	7	18	10	20
66	8	8	20	4	0	16	9	8	11	4	7	19	10	0	0	10	0	2	9	5	4	11	0	12	6	16	12	10	7	1	20	0	0	14	0	2	17	0	13	13	0	11	15	12	15	10	11	6	0	0	12	6	9	0	10	19	12	12	13	5	13	10	16	16	8	0	6	4	3	10	0	13	6	0	0	15	14	10	15	6	0	8	19	2	10	1	0	7	9	4	0	17	11	0	7	15	7	5	22	0	0	11	0	6	0	16	18	0	0	15	0	6	4	10	17	15	12	9	9
67	15	2	6	6	3	6	8	12	14	12	0	14	17	0	0	10	12	19	13	12	0	0	0	7	7	5	18	6	5	4	12	0	15	6	0	13	8	0	0	1	11	3	10	13	12	15	15	8	0	14	10	12	3	3	13	15	11	14	15	8	12	11	18	0	9	0	11	7	10	7	0	0	6	3	7	9	17	5	15	11	12	17	13	8	0	0	4	9	0	0	0	23	19	0	14	2	9	10	0	6	0	14	10	5	0	7	7	11	0	19	0	0	2	20	0	0	0	0	13
68	8	6	13	0	11	0	2	7	8	4	0	10	12	7	16	16	0	8	8	3	0	12	3	12	11	9	9	12	13	17	0	15	9	3	6	16	3	10	8	10	0	15	17	13	16	2	13	8	10	0	0	2	16	14	16	0	6	11	0	13	10	14	0	6	13	10	16	8	1	8	9	0	7	1	12	9	19	0	5	12	16	22	15	6	6	10	13	10	18	11	10	0	9	0	0	0	10	0	0	0	11	16	14	16	12	10	0	11	0	10	13	9	15	16	10	0	14	6	0
69	6	16	5	20	0	0	6	9	4	0	9	8	7	0	7	14	3	16	9	10	12	2	3	9	1	8	12	0	11	12	6	15	12	0	5	12	1	3	7	17	3	11	18	8	10	20	0	0	0	5	14	13	1	1	5	5	14	12	16	3	0	18	10	15	12	16	3	15	12	19	8	5	4	1	9	9	15	0	0	0	0	5	10	0	10	7	9	9	13	12	5	14	0	0	8	7	0	17	6	10	9	16	0	10	9	1	10	14	13	0	0	1	10	7	13	10	14	4	6
70	4	6	25	0	14	16	8	16	0	0	5	0	13	13	13	0	0	7	14	3	10	15	11	7	8	0	10	7	15	0	8	0	16	10	13	12	0	0	16	9	0	20	10	11	8	0	21	10	14	12	13	2	14	6	0	16	9	19	21	8	3	13	11	14	12	12	0	16	2	10	23	3	0	9	2	10	10	13	7	0	11	15	9	16	5	8	0	9	6	4	13	13	7	4	15	0	14	4	0	7	0	7	14	6	7	13	0	5	18	0	12	0	8	4	6	2	6	0	15
71	9	5	13	8	17	19	10	18	20	4	5	0	11	0	14	8	8	18	0	14	0	6	0	0	0	22	9	20	10	10	11	11	0	6	17	7	7	15	0	12	0	0	11	0	8	0	0	12	4	0	13	0	7	17	18	6	14	17	10	22	3	12	15	8	11	13	2	0	5	13	0	9	8	11	6	12	13	16	5	6	0	7	13	11	14	5	13	0	7	6	9	8	6	0	8	19	13	9	21	0	2	5	4	7	11	6	6	13	9	3	8	0	9	0	0	8	8	13	5
72	18	0	10	3	4	10	15	6	11	10	8	11	15	0	2	13	8	0	4	3	19	13	9	0	13	4	10	0	0	10	8	20	20	14	13	8	5	11	2	0	9	6	13	21	13	15	16	3	14	7	15	12	17	0	4	7	11	11	14	1	0	16	13	13	6	0	12	11	13	0	4	23	4	14	3	9	0	15	15	10	14	19	2	9	0	0	13	0	16	9	14	11	11	0	0	17	0	6	14	0	14	9	12	4	0	6	6	0	7	0	11	0	13	10	7	2	0	7	9
73	12	18	0	12	17	17	4	0	0	15	15	12	0	3	10	8	13	0	3	4	0	14	11	14	3	2	10	4	0	13	10	0	15	6	7	7	14	13	0	11	9	0	6	15	11	0	10	1	13	7	4	3	8	0	3	13	3	5	5	0	5	12	0	0	8	0	13	13	7	11	10	0	6	4	9	4	7	10	12	0	0	5	19	9	15	0	0	0	4	13	7	0	17	7	10	3	9	10	13	7	2	3	14	0	21	0	10	10	4	0	9	6	10	10	16	13	14	0	7
74	17	18	12	7	9	0	21	16	0	12	7	9	0	0	0	8	16	16	1	2	12	8	0	11	11	8	5	2	0	7	0	0	10	17	0	8	14	0	14	1	0	14	0	3	10	0	13	12	8	18	9	13	8	7	7	10	0	9	18	2	3	12	7	2	1	15	10	12	17	6	15	6	0	7	0	8	11	3	14	6	12	10	0	16	3	15	0	3	2	12	10	4	0	19	7	10	14	7	7	7	8	9	0	12	1	5	13	13	8	4	7	0	0	12	15	14	0	10	14
75	3	6	0	13	0	4	14	5	0	0	0	0	8	5	8	14	13	16	9	6	0	7	0	16	5	3	0	10	0	0	3	14	4	12	10	16	3	6	7	0	14	4	0	9	13	13	5	15	0	18	16	10	11	9	10	9	10	5	13	18	10	8	5	16	14	10	21	12	13	7	10	0	14	2	13	5	0	0	8	15	16	4	18	5	8	3	10	12	8	18	6	7	13	13	0	0	13	10	7	7	11	13	7	11	6	3	0	1	11	7	15	0	21	12	10	0	21	0	7
76	0	0	0	4	0	13	0	2	10	13	7	5	2	7	0	10	10	0	11	9	10	0	9	13	9	11	8	12	11	0	0	12	6	9	7	12	10	14	6	14	16	12	14	10	12	8	8	20	11	0	19	13	13	12	0	14	13	15	0	15	7	8	9	11	8	2	11	11	0	0	8	3	12	20	0	15	10	0	12	5	0	12	15	13	13	4	0	17	8	8	14	0	0	14	15	17	0	0	12	13	4	3	14	0	8	14	0	11	0	0	5	12	9	13	10	10	14	14	15
77	0	0	12	0	0	21	16	14	0	1	19	16	10	16	10	9	0	0	17	0	5	14	0	9	12	7	8	10	12	3	18	10	13	0	5	4	3	10	13	10	6	15	1	13	4	0	0	9	11	0	0	6	0	0	14	10	10	11	16	9	0	10	0	0	12	7	20	4	5	9	10	15	13	9	0	8	0	15	13	7	13	0	14	13	9	18	10	9	0	8	0	8	5	9	14	22	18	9	0	12	16	20	10	9	9	11	11	5	12	7	15	15	6	0	17	0	10	6	15
78	10	0	11	16	8	9	22	11	16	6	0	0	12	18	1	0	19	19	3	0	12	0	7	8	15	0	6	0	5	0	6	16	8	0	15	18	4	14	10	13	17	0	17	4	5	13	11	1	12	14	12	17	17	2	0	12	9	4	5	8	0	12	0	11	17	13	10	0	12	8	0	14	0	12	11	19	0	6	9	12	0	12	8	3	13	11	7	13	4	11	2	1	7	0	2	6	13	0	10	11	5	1	15	0	10	0	13	0	8	12	14	12	7	10	12	3	0	13	0
79	9	16	9	2	11	0	4	6	0	15	6	5	10	6	9	7	7	0	0	1	15	10	5	10	14	0	19	14	11	13	3	16	0	0	8	13	12	4	11	0	12	0	10	9	17	5	0	15	12	0	12	0	0	2	11	14	7	13	13	15	8	15	0	0	12	9	7	12	0	3	0	7	11	7	8	17	4	14	9	2	11	18	10	14	10	14	11	11	12	15	20	7	18	8	3	12	8	7	7	4	7	14	6	20	17	7	0	9	0	4	8	6	0	0	10	15	10	5	7
80	13	11	0	12	4	7	9	14	2	8	22	12	0	18	17	0	5	11	17	12	3	17	0	0	0	10	4	11	2	7	15	13	7	9	9	19	0	9	11	0	8	8	8	14	7	0	0	1	7	13	8	6	6	14	10	7	0	0	0	4	6	16	14	7	12	9	0	10	14	0	8	10	5	12	0	16	3	0	0	13	8	16	14	13	0	14	12	6	12	10	12	4	8	16	0	9	9	2	9	11	10	0	0	6	0	7	0	21	8	0	0	7	8	6	9	6	17	15	14
81	4	0	16	13	0	10	8	14	13	4	0	14	1	0	0	14	0	12	17	11	12	6	9	13	12	10	19	8	15	13	12	10	6	11	0	14	7	12	2	14	14	0	16	9	17	5	12	8	10	14	1	10	15	6	21	2	7	0	3	0	17	0	2	17	10	8	6	12	4	5	9	5	7	12	14	7	8	9	13	7	19	11	11	6	0	13	8	4	0	15	11	0	13	14	9	2	0	2	0	14	8	4	6	8	1	11	9	4	11	16	0	0	9	8	10	0	12	14	9
82	17	14	14	8	6	12	0	12	8	16	16	6	19	0	14	6	16	17	5	10	14	10	9	14	10	0	10	0	0	13	13	0	16	9	8	0	9	0	10	12	11	9	0	10	19	6	9	7	17	0	15	10	0	8	10	0	10	0	18	6	4	10	0	10	0	14	1	0	10	0	0	0	0	16	11	13	6	13	13	6	0	11	0	5	23	9	8	13	12	8	10	14	8	12	0	10	0	7	14	9	11	0	9	13	11	0	8	0	10	13	13	11	0	19	12	7	9	9	9
83	0	9	0	7	15	0	0	0	0	4	0	18	6	15	6	13	0	11	0	18	3	4	0	2	7	4	16	11	0	0	0	0	1	11	16	0	0	8	10	5	0	13	10	0	11	11	25	12	3	0	13	15	18	15	11	17	12	9	20	2	12	12	5	0	14	0	1	0	0	14	16	15	12	10	6	19	10	11	4	0	8	14	11	2	15	3	12	13	0	12	14	9	7	14	13	12	8	6	20	9	12	5	1	17	9	1	5	4	13	14	0	9	9	12	7	10	9	5	15
84	11	9	9	22	5	16	0	18	12	0	7	0	12	9	12	0	0	0	4	6	0	0	5	14	0	11	7	11	3	11	7	19	14	10	14	3	11	9	13	17	9	11	21	0	4	0	0	10	0	9	8	7	12	12	10	11	13	0	12	0	7	8	13	14	18	0	1	10	0	0	12	21	9	14	9	10	15	12	17	11	3	20	12	0	0	8	20	9	0	16	11	16	13	12	4	1	0	7	16	11	6	9	10	11	7	12	8	14	16	0	14	0	12	6	11	0	9	7	7
85	11	0	0	20	11	4	12	0	0	2	14	11	0	10	0	0	14	6	0	0	5	0	5	9	9	0	4	10	0	0	3	0	6	16	11	18	0	0	0	8	10	17	20	15	4	10	0	14	10	0	15	12	0	13	15	0	12	12	0	12	14	5	2	0	0	17	9	15	0	2	22	0	15	6	0	11	15	1	13	0	17	17	14	0	5	0	14	11	3	0	18	16	8	11	13	3	9	0	6	16	6	0	10	15	15	0	6	7	0	0	0	6	10	11	13	0	0	5	8
86	6	12	2	0	14	6	16	0	16	9	0	0	2	20	7	7	7	14	12	4	4	3	0	15	10	13	0	15	0	3	8	8	8	0	7	8	18	5	11	10	0	5	7	8	10	10	12	14	15	11	0	13	17	0	20	5	14	0	7	12	16	7	15	6	12	9	9	12	7	15	18	9	13	12	20	13	12	7	3	0	17	0	13	8	0	12	6	0	10	12	0	10	12	7	7	14	5	16	6	11	5	11	13	12	10	0	0	4	15	6	0	15	3	12	11	0	12	16	15
87	14	9	0	7	14	11	13	11	8	14	14	11	11	7	10	0	0	10	21	9	8	13	14	9	0	16	16	8	3	0	5	16	6	9	7	11	15	9	5	9	19	0	7	0	16	13	9	10	9	0	13	0	0	0	0	13	8	10	1	10	0	15	8	18	13	9	6	18	0	10	0	16	0	17	16	15	13	7	12	17	17	8	23	16	11	10	11	12	8	10	11	8	5	2	0	9	12	12	7	6	6	0	10	7	10	13	11	18	10	0	0	11	6	5	11	0	1	0	2
88	16	0	7	13	6	11	11	7	5	12	4	0	0	6	0	18	20	20	11	10	12	11	13	2	0	7	10	0	29	0	0	18	15	12	0	0	0	13	5	5	7	8	6	0	8	7	18	0	12	14	7	0	10	0	8	10	12	0	10	6	7	13	11	15	4	0	4	10	0	2	11	18	8	0	16	13	7	13	13	17	0	0	0	11	7	12	0	16	4	8	9	0	8	7	0	0	0	12	0	20	0	10	0	20	7	0	12	0	0	0	0	7	17	15	0	17	0	12	8
89	10	6	15	0	4	3	20	10	3	0	18	5	0	11	0	10	7	21	14	15	5	21	6	4	0	5	12	15	3	13	10	13	12	13	13	5	0	10	20	7	13	0	2	6	12	7	24	16	0	4	7	8	11	10	13	13	3	6	21	8	8	7	0	12	6	3	19	0	13	10	4	7	16	9	6	2	20	10	20	0	0	0	7	0	0	0	17	8	0	15	12	2	9	0	9	7	0	11	8	12	13	17	0	20	9	5	7	0	0	9	6	5	0	13	15	17	7	0	9
90	0	14	3	9	0	9	16	0	16	0	15	0	7	13	0	4	11	0	11	0	14	10	3	19	16	0	0	10	2	0	17	11	0	6	10	15	0	7	0	7	17	14	3	0	12	0	9	19	9	0	0	6	15	18	3	8	0	16	13	7	6	3	16	0	13	10	8	5	12	12	0	6	8	4	8	20	7	7	2	20	13	6	8	13	13	0	4	21	0	9	11	7	0	6	5	7	5	3	1	5	6	11	6	14	8	13	14	6	0	5	14	20	0	0	16	8	15	8	0
91	17	4	21	6	15	13	18	12	0	13	8	0	0	7	17	2	9	15	7	9	0	5	0	4	14	12	9	13	0	8	8	12	8	10	15	17	9	0	17	6	9	9	9	0	3	0	18	16	10	19	0	4	0	2	0	17	8	12	19	17	13	0	11	3	3	0	16	0	6	0	0	19	15	8	0	1	19	11	18	14	9	0	0	5	14	17	17	12	20	0	0	0	0	8	17	8	9	0	9	10	11	0	0	9	7	4	8	6	0	11	6	7	0	6	10	9	0	11	16
92	11	8	13	13	0	9	2	6	10	2	9	11	13	0	3	12	5	13	12	21	12	7	3	9	17	10	2	17	6	5	7	6	9	8	7	1	1	0	0	4	0	12	17	0	14	0	0	11	15	9	3	10	12	9	10	13	3	11	15	0	6	15	18	18	8	17	14	0	10	0	0	11	7	13	0	3	13	12	12	7	0	0	0	2	12	6	0	12	9	8	6	0	7	19	10	15	0	0	11	10	16	18	3	13	10	0	4	12	8	11	8	2	7	23	6	0	15	21	8
93	6	13	19	2	0	15	10	0	0	7	13	16	3	1	8	9	9	0	12	11	18	0	16	0	15	4	6	0	0	11	15	12	0	11	9	15	8	3	7	1	12	8	11	11	8	7	9	0	12	15	0	1	17	9	13	4	8	0	2	4	9	18	13	2	21	4	17	15	14	0	0	17	15	0	10	3	8	15	17	0	0	0	0	2	7	4	5	6	14	7	10	12	15	10	0	0	17	7	5	8	14	3	12	7	9	12	10	23	13	5	5	9	17	16	9	9	19	15	6
94	0	0	17	12	10	5	14	8	6	12	0	15	5	9	0	5	11	0	16	13	10	13	6	3	3	0	8	5	0	0	18	17	12	0	0	6	14	8	3	7	0	11	8	7	0	11	10	3	8	14	3	0	15	9	9	0	20	6	12	17	11	9	0	23	14	11	9	6	11	8	0	3	4	16	11	10	6	14	0	6	6	2	16	6	0	23	0	13	0	8	13	2	7	0	6	9	0	5	10	8	7	13	0	19	19	0	9	5	17	14	13	7	20	14	18	14	11	24	7
95	0	12	7	0	9	6	9	3	4	12	3	11	4	8	9	16	19	9	4	15	0	8	4	10	12	11	4	19	9	13	10	0	6	10	8	5	11	12	22	5	0	10	1	9	0	0	5	6	15	16	4	11	0	10	10	14	5	11	5	8	16	0	20	5	0	13	2	0	10	17	16	11	0	4	0	0	10	0	0	3	16	0	5	10	0	13	13	8	7	11	11	12	0	16	17	8	12	9	9	8	8	15	11	0	12	7	9	12	12	15	12	10	0	2	0	12	14	8	17
96	0	14	12	15	1	13	18	0	15	11	14	0	5	11	0	14	12	8	0	24	7	13	13	10	10	8	8	15	15	8	0	11	0	0	10	8	8	11	17	11	17	7	13	5	7	4	12	13	0	11	2	11	6	13	9	7	10	13	11	15	0	6	15	14	8	11	4	12	13	12	10	11	12	0	18	0	0	6	5	7	6	17	17	12	17	0	12	16	8	0	12	0	17	9	0	13	0	10	6	9	3	0	0	8	6	11	0	11	0	9	7	0	13	4	17	3	0	0	13
97	10	16	10	0	4	0	9	9	15	11	0	11	13	11	14	12	10	9	19	12	2	11	0	16	8	0	9	14	8	0	0	9	0	8	5	6	10	5	0	7	8	16	13	0	9	7	10	0	19	0	3	9	12	18	8	0	10	17	4	0	10	9	9	12	11	13	8	12	15	7	10	7	19	3	5	13	3	15	13	21	10	4	0	13	11	10	4	14	12	8	8	9	3	0	18	0	7	10	12	8	11	6	6	6	20	3	15	0	10	12	21	1	0	11	20	12	1	13	7
